group_id,group_name,group_memo,group_create_time,member_count,max_member_count,remark_name,group_id,user_id,nickname,card,sex,age,area,level,qq_level,join_time,last_sent_time,title_expire_time,unfriendly,card_changeable,is_robot,shut_up_timestamp,role,title
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2478125985,哎，你谁啊？,哎，你谁啊？,unknown,0,,1,0,1613254750,1664596325,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,508312479,得得得得得得,得得得得得得,unknown,0,,1,0,1594107913,1596144151,0,False,True,False,1594961558,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2263213008,，,法克,unknown,0,,2,0,1613036238,1684847184,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1209193062,Branch,Branch,unknown,0,,1,0,1627047034,1672502398,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3379721944,叶风尘,叶风尘,unknown,0,,1,0,1658034368,1725028844,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3165149838,Cursors,Cursors,unknown,0,,1,0,1629077560,1716814804,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2052634076,? ▼ ～  耀华 ~ ▲ ?,? ▼ ～  耀华 ~ ▲ ?,unknown,0,,1,0,1678578983,1691716148,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1544089361,SoftlyWinky,SoftlyWinky,unknown,0,,1,0,1595677267,1627482581,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1537309168,　,　,unknown,0,,4,0,1602996227,1691332189,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,290765755,if.,if.,unknown,0,,1,0,1658560211,1658560211,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1941425998,Romance,Romance,unknown,0,,1,0,1596713032,1707616488,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1587426416,场地,场地,unknown,0,,1,0,1628419315,1628960646,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,749633265,Lyouhwua,Lyouhwua,unknown,0,,1,0,1673710469,1673932884,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2861187994,???,???,unknown,0,,1,0,1660301742,1660301742,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1150084979,涵,涵,unknown,0,,1,0,1658210722,1658210722,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3111299839,Pol Pot,Pol Pot,unknown,0,,2,0,1596333216,1691774039,0,False,True,False,1665798410,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1905180235,ParaLysiS_,ParaLysiS_,unknown,0,,1,0,1604074361,1717596932,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3525951334,染颜,染颜,unknown,0,,1,0,1660397128,1735260064,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1557065415,枫,枫,unknown,0,,1,0,1724753725,1724753725,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2592500025,刘灿阳,刘灿阳,unknown,0,,1,0,1658817918,1662184203,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2397986553,艾伦●野??儿,艾伦●野??儿,unknown,0,,1,0,1594072975,1703853567,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2591481513,无铭氏,无铭氏,unknown,0,,1,0,1616682297,1654696478,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1444241176,寒曜,寒曜,unknown,0,,3,0,1608556087,1690457368,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2180496167,暗区政府,暗区政府,unknown,0,,1,0,1657893581,1657893581,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3626642664,不是哥们,不是哥们,unknown,0,,1,0,1673170382,1673170382,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2034390277,Jaeger,Jaeger,unknown,0,,1,0,1609427602,1612098947,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2218784552,呵,呵,unknown,0,,1,0,1614418591,1648092500,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1684443882,Arthur Morgan,Arthur Morgan,unknown,0,,1,0,1660045651,1660045651,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2244789629,Komisa＾こみさ,Komisa＾こみさ,unknown,0,,1,0,1629860241,1704038565,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1847039309,百念,百念,unknown,0,,1,0,1669371106,1669371106,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1440624323,四月一日君寻.,四月一日君寻.,unknown,0,,1,0,1660618104,1670279457,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1761821551,Arty Boy,Arty Boy,unknown,0,,1,0,1675009172,1675753495,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1635229013,Astra?,Astra?,unknown,0,,1,0,1595071122,1627266598,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1179279943,镜の精灵,镜の精灵,unknown,0,,1,0,1610060069,1650211282,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,313879538,八两君,八两君,unknown,0,,1,0,1595307081,1617493723,0,False,True,False,0,member,W3D
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2840580145,就不用微chat,就不用微chat,unknown,0,,1,0,1614167247,1684847184,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1934665898,想念小安,想念小安,unknown,0,,1,0,1657377055,1726495450,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1871594885,贝儿妹纸Belle,贝儿妹纸Belle,unknown,0,,1,0,1591278203,1629440660,0,False,True,False,0,member,PVP大佬
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2975442275,暗梦幻夕,暗梦幻夕,unknown,0,,1,0,1596412592,1721049486,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2640929432,瑾儿,doge,unknown,0,,1,0,1612624591,1614263946,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1401555417,RsbTms.,RsbTms.,unknown,0,,1,0,1679116407,1686303259,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3227600373,Alone,Alone,unknown,0,,1,0,1659888062,1659888062,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2425780177,AYAAYA文文,AYAAYA文文,unknown,0,,1,0,1661159619,1691663948,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,230979925,AAL_虚曦,AAL_虚曦,unknown,0,,4,0,1613913331,1712851118,0,False,True,False,1667207120,member,曦曦
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1421067754,⑦???,⑦???,unknown,0,,1,0,1658226111,1706697007,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,842993078,恐怖降临,恐怖降临,unknown,0,,1,0,1665305952,1665305997,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,626994753,白,白,unknown,0,,1,0,1675574604,1675574604,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2807655434,打伞的风≈,打伞的风≈,unknown,0,,1,0,1596091421,1726724614,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1480783140,小凡Eric,小凡Eric.py,unknown,0,,4,0,1594808258,1670248633,0,False,True,False,0,admin,小凡凡
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3080162918,不安的灵魂,不安的灵魂,unknown,0,,1,0,1668872466,1724815611,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1587206792,蠢湪骅開,蠢湪骅開,unknown,0,,1,0,1680405892,1684847192,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,991022912,SunsetCoast,SunsetCoast,unknown,0,,1,0,1626612895,1684847192,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3389300549,窝系大白酥呀AWA,窝系大白酥呀AWA,unknown,0,,1,0,1593953184,1642475470,0,False,True,False,1596603976,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,3389403878,bee,bee,unknown,0,,1,0,1610817933,1714222729,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,2521847715,?林霖?,?林霖?,unknown,0,,1,0,1663821880,1663821880,0,False,True,False,0,member,
924411105,Canvas | α,,1538730368,1234,2000,,924411105,1432821131,傻逼,傻逼,unknown,0,,1,0,1659517462,1659517462,0,False,True,False,0,member,
